# Constructed from biom file
#OTU ID	Mouse5A.DTT29	Mouse5A.FP28	Mouse6A.DTT35	Mouse1B.DTT15	Mouse1B.DTT18	Mouse3A.FP16	Mouse5A.FP26	Mouse7A.FP40	Mouse1A.FP05	Mouse6A.FP32	Mouse3A.FP17	Mouse7A.FP38	Mouse1A.FP02	Mouse5A.DTT27	Mouse2A.FP11	Mouse3A.FP18	Mouse4A.DTT19	Mouse5A.DTT30	Mouse5A.DTT28	Mouse6A.FP31	Mouse4A.FP22	Mouse1A.FP03	Mouse4A.FP23	Mouse1A.FP01	Mouse6A.FP35	Mouse7A.DTT38	Mouse7A.DTT41	Mouse4A.DTT22	Mouse2A.FP07	Mouse3A.FP13	Mouse1A.FP06	Mouse6A.DTT31	Mouse7A.DTT42	Mouse1B.DTT16	Mouse1A.FP04	Mouse2A.FP12	Mouse2A.FP10	Mouse7A.FP42	Mouse7A.FP41	Mouse1B.DTT14	Mouse3A.FP15	Mouse4A.FP20	Mouse1B.DTT13	Mouse6A.DTT34	Mouse5A.FP29	Mouse6A.FP34	Mouse6A.FP36	Mouse2A.FP09	Mouse5A.DTT26	Mouse5A.FP25	Mouse5A.FP30	Mouse7A.FP39	Mouse4A.FP24	Mouse4A.DTT21	Mouse4A.DTT24	Mouse1B.DTT17	Mouse3A.FP14	Mouse4A.FP21	Mouse2A.FP08	Mouse5A.DTT25	Mouse7A.DTT39	Mouse4A.DTT20	Mouse6A.DTT32	Mouse6A.DTT33	Mouse6A.DTT36	Mouse4A.DTT23	Mouse7A.FP37	Mouse7A.DTT37	Mouse6A.FP33	Mouse4A.FP19	Mouse7A.DTT40	Mouse5A.FP27	Mouse9A.DTT98	Mouse10A.DTT109	Mouse9A.DTT100	Mouse10A.FP110	Mouse9A.DTT101	Mouse10A.FP109	Mouse10A.DTT110	Mouse9A.DTT99	Mouse9A.DTT97	Mouse10A.FP111	Mouse8A.DTT90	Mouse9A.FP97	Mouse9A.FP98	Mouse10A.DTT111	Mouse10A.DTT113	Mouse8A.FP87	Mouse9A.DTT102	Mouse10A.DTT112	Mouse8A.FP85	Mouse10A.DTT114	Mouse10A.FP113	Mouse9A.FP102	Mouse8A.DTT85	Mouse8A.DTT86	Mouse9A.FP101	Mouse10A.FP112	Mouse8A.FP90	Mouse10A.FP114	Mouse8A.FP86	Mouse8A.DTT88	Mouse9A.FP99	Mouse8A.DTT89	Mouse8A.FP89	Mouse8A.DTT87	Mouse9A.FP100	Mouse8A.FP88	taxonomy
k__Bacteria;p__Bacteroidota;c__Bacteroidia	27559.0	21438.0	20911.0	34494.0	4116.0	18541.0	26447.0	18547.0	21035.0	33098.0	7164.0	21076.0	16895.0	26060.0	34882.0	4884.0	30966.0	29802.0	27904.0	24830.0	3649.0	25647.0	4510.0	12341.0	26991.0	18866.0	17579.0	9149.0	35541.0	27381.0	15420.0	29433.0	21200.0	17358.0	20385.0	32481.0	27911.0	20507.0	20093.0	28878.0	36539.0	18672.0	34292.0	9731.0	24632.0	21810.0	31656.0	20221.0	41790.0	30835.0	35417.0	19052.0	8799.0	12900.0	27205.0	8193.0	31265.0	20336.0	27054.0	19385.0	25800.0	17927.0	20256.0	18642.0	24868.0	14714.0	26627.0	30535.0	27795.0	20193.0	17474.0	13804.0	28285.0	23749.0	67229.0	26035.0	47453.0	55326.0	35326.0	21908.0	22016.0	36946.0	47351.0	51009.0	40785.0	34836.0	35440.0	27968.0	40038.0	28545.0	14766.0	19168.0	62599.0	63969.0	37112.0	25676.0	90261.0	40027.0	71577.0	38800.0	32166.0	19302.0	31347.0	47666.0	56452.0	10287.0	94771.0	39261.0
k__Bacteria;p__Firmicutes;c__Clostridia	364.0	118.0	394.0	10119.0	2124.0	505.0	3733.0	1616.0	1427.0	9374.0	795.0	8816.0	19869.0	8817.0	363.0	1181.0	8605.0	487.0	2557.0	7108.0	0.0	6347.0	11.0	15495.0	998.0	12566.0	237.0	19.0	4753.0	4542.0	1123.0	12248.0	952.0	689.0	500.0	284.0	290.0	648.0	472.0	13727.0	5123.0	10984.0	7066.0	73.0	4116.0	715.0	427.0	12607.0	6773.0	742.0	452.0	8638.0	96.0	7272.0	1648.0	2823.0	3702.0	13205.0	8791.0	15525.0	10844.0	10646.0	12089.0	8522.0	232.0	351.0	1914.0	2584.0	9489.0	9978.0	1627.0	117.0	52265.0	4999.0	1121.0	2108.0	1175.0	2777.0	4694.0	23226.0	15768.0	6997.0	3076.0	14196.0	10394.0	6945.0	583.0	19921.0	1652.0	1860.0	17809.0	3973.0	933.0	5418.0	13197.0	12315.0	2235.0	10559.0	726.0	1429.0	20581.0	538.0	37880.0	526.0	5303.0	12570.0	776.0	407.0
k__Bacteria;p__Firmicutes;c__Bacilli	4079.0	11216.0	2117.0	507.0	6013.0	9458.0	5213.0	14291.0	17777.0	1347.0	16511.0	2096.0	2020.0	628.0	6994.0	15010.0	579.0	4294.0	2858.0	525.0	35278.0	1748.0	36831.0	1075.0	5741.0	955.0	4208.0	7102.0	3173.0	5475.0	16090.0	3652.0	5162.0	4348.0	20761.0	2865.0	3820.0	5010.0	9964.0	881.0	6347.0	4832.0	1597.0	710.0	21418.0	3669.0	4641.0	1912.0	1189.0	1418.0	6106.0	7651.0	26042.0	1174.0	11117.0	7785.0	4857.0	3183.0	2202.0	271.0	2530.0	866.0	2281.0	2143.0	4069.0	22432.0	3724.0	3473.0	650.0	7192.0	3344.0	15678.0	1613.0	5557.0	1453.0	6234.0	1754.0	4002.0	1278.0	963.0	1382.0	8952.0	3508.0	1226.0	402.0	1841.0	9949.0	343.0	618.0	8464.0	182.0	9433.0	42961.0	524.0	2381.0	548.0	1926.0	25515.0	14937.0	24143.0	248.0	2577.0	188.0	1830.0	5775.0	290.0	813.0	6926.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia	7.0	452.0	0.0	4.0	4.0	217.0	214.0	214.0	101.0	16.0	13.0	35.0	58.0	3.0	538.0	33.0	4.0	14.0	4.0	13.0	48.0	278.0	56.0	12.0	101.0	3.0	0.0	5.0	59.0	113.0	112.0	12.0	6.0	6.0	180.0	241.0	400.0	262.0	306.0	8.0	177.0	106.0	8.0	0.0	479.0	40.0	333.0	282.0	2.0	56.0	436.0	59.0	192.0	7.0	12.0	2.0	117.0	143.0	89.0	0.0	5.0	4.0	4.0	2.0	2.0	0.0	26.0	7.0	76.0	160.0	3.0	265.0	3.0	50.0	29.0	0.0	16.0	13.0	7.0	7.0	10.0	38.0	26.0	0.0	0.0	7.0	122.0	32.0	0.0	47.0	6.0	89.0	1264.0	37.0	20.0	7.0	40.0	263.0	156.0	138.0	0.0	23.0	57.0	34.0	95.0	0.0	62.0	120.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	6.0	5.0	21.0	10.0	26.0	3.0	5.0	5.0	6.0	10.0	9.0	8.0	5.0	12.0	6.0	25.0	7.0	12.0	3.0	3.0	4.0	1054.0	3.0	9.0	14.0	17.0	20.0	7.0	6.0	1.0	6.0	255.0	73.0	49.0	5.0	42.0	10.0	9.0	8.0	136.0	23.0	5.0	372.0	19.0	6.0	9.0	6.0	8.0	10.0	5.0	6.0	7.0	1.0	9.0	47.0	76.0	3.0	2.0	12.0	10.0	25.0	17.0	29.0	37.0	16.0	10.0	10.0	43.0	5.0	2.0	14.0	8.0	171.0	879.0	4593.0	0.0	3772.0	3.0	13.0	72.0	308.0	0.0	73.0	8.0	3.0	0.0	13.0	981.0	2400.0	20.0	1296.0	229.0	4.0	1905.0	227.0	102.0	2135.0	0.0	54.0	25.0	191.0	19.0	558.0	19.0	9.0	94.0	9.0	21.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	2740.0	1047.0	1642.0	509.0	265.0	3499.0	2386.0	802.0	728.0	594.0	521.0	1050.0	244.0	551.0	2713.0	306.0	443.0	1591.0	2525.0	585.0	272.0	1519.0	113.0	80.0	3678.0	439.0	2244.0	747.0	993.0	468.0	1406.0	627.0	1670.0	2847.0	467.0	2349.0	3233.0	3088.0	782.0	304.0	627.0	449.0	584.0	997.0	3104.0	2663.0	1869.0	1675.0	918.0	906.0	3171.0	1580.0	523.0	151.0	2009.0	370.0	431.0	506.0	1603.0	220.0	791.0	148.0	259.0	222.0	3629.0	948.0	1191.0	1241.0	1242.0	676.0	2081.0	1424.0	474.0	1062.0	4728.0	300.0	1102.0	706.0	592.0	359.0	411.0	348.0	14545.0	456.0	527.0	445.0	2572.0	800.0	483.0	4292.0	516.0	1184.0	1062.0	3275.0	845.0	820.0	3871.0	2532.0	18116.0	1800.0	990.0	5541.0	330.0	13708.0	17622.0	363.0	5285.0	11041.0
k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	48.0	65.0	146.0	575.0	247.0	81.0	303.0	367.0	93.0	318.0	58.0	271.0	371.0	310.0	1992.0	85.0	112.0	95.0	116.0	399.0	35.0	489.0	40.0	405.0	640.0	170.0	246.0	32.0	119.0	189.0	88.0	786.0	268.0	79.0	58.0	973.0	1272.0	1724.0	843.0	547.0	381.0	218.0	271.0	64.0	348.0	296.0	393.0	1220.0	156.0	17.0	197.0	692.0	306.0	125.0	190.0	88.0	197.0	395.0	429.0	124.0	500.0	115.0	468.0	825.0	152.0	82.0	64.0	39.0	1409.0	381.0	135.0	45.0	887.0	134.0	717.0	41.0	796.0	28.0	72.0	438.0	353.0	213.0	36.0	572.0	225.0	151.0	70.0	971.0	686.0	222.0	448.0	120.0	4167.0	10242.0	665.0	278.0	5369.0	1032.0	70.0	650.0	342.0	94.0	599.0	102.0	309.0	415.0	6759.0	203.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0	131.0	15.0	0.0	0.0	26.0	0.0	373.0	0.0	25.0	4623.0	2.0	0.0	2.0	150.0	6836.0	0.0	0.0	2.0	2.0	22.0	0.0	58.0	0.0	736.0	0.0	0.0	11.0	0.0	0.0	1.0	0.0	0.0	3.0	458.0	187.0	38.0	611.0	63.0	0.0	0.0	3.0	2.0	0.0	0.0	70.0	235.0	0.0	0.0	0.0	205.0	1.0	10.0	0.0	0.0	0.0	0.0	4.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	3.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	31.0	0.0	8.0	0.0	0.0	0.0	11.0	649.0	2686.0	0.0	0.0	327.0	0.0	58.0	3736.0	0.0	0.0	0.0	0.0	33.0	0.0	131.0	138.0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	0.0	21.0	14.0	0.0	0.0	29.0	0.0	69.0	0.0	5.0	2904.0	2.0	2.0	0.0	68.0	5199.0	2.0	0.0	0.0	0.0	9.0	0.0	33.0	1.0	765.0	0.0	3.0	11.0	0.0	0.0	0.0	0.0	0.0	2.0	164.0	104.0	17.0	204.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	108.0	0.0	0.0	0.0	107.0	0.0	12.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	23.0	712.0	4664.0	0.0	0.0	99.0	0.0	9.0	2346.0	0.0	0.0	0.0	14.0	0.0	0.0	47.0	65.0
k__Bacteria;p__Cyanobacteria;c__Vampirivibrionia	0.0	0.0	0.0	42.0	6.0	4.0	0.0	0.0	7.0	28.0	17.0	17.0	0.0	31.0	0.0	9.0	41.0	0.0	7.0	17.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	243.0	19.0	0.0	84.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	100.0	11.0	11.0	39.0	0.0	3.0	0.0	0.0	21.0	25.0	0.0	3.0	0.0	0.0	59.0	0.0	11.0	11.0	12.0	122.0	15.0	52.0	68.0	118.0	88.0	0.0	0.0	9.0	43.0	10.0	5.0	3.0	0.0	96.0	43.0	0.0	62.0	2.0	107.0	98.0	53.0	51.0	29.0	2.0	66.0	51.0	86.0	0.0	10.0	0.0	10.0	8.0	17.0	2.0	4.0	23.0	1.0	2.0	30.0	0.0	0.0	9.0	0.0	57.0	0.0	2.0	5.0	0.0	0.0
